Song,Concert,Year
Help on the Way ,"Deer Creek Music Pavillion, Noblesville, IN (Thursday, 7/21/94)",1994
Slipknot! ,"Deer Creek Music Pavillion, Noblesville, IN (Thursday, 7/21/94)",1994
Franklin's Tower ,"Deer Creek Music Pavillion, Noblesville, IN (Thursday, 7/21/94)",1994
Drums ,"Deer Creek Music Pavillion, Noblesville, IN (Thursday, 7/21/94)",1994
Space ,"Deer Creek Music Pavillion, Noblesville, IN (Thursday, 7/21/94)",1994
Watchtower ,"Deer Creek Music Pavillion, Noblesville, IN (Thursday, 7/21/94)",1994
The Days Between ,"Deer Creek Music Pavillion, Noblesville, IN (Thursday, 7/21/94)",1994
Good Lovin',"Deer Creek Music Pavillion, Noblesville, IN (Thursday, 7/21/94)",1994
E: Liberty,"Deer Creek Music Pavillion, Noblesville, IN (Thursday, 7/21/94)",1994
19 Songs,"Deer Creek Music Pavillion, Noblesville, IN (Thursday, 7/21/94)",1994
(Traffic opened),"Soldier Field, Chicago, IL (Saturday, 7/23/94)",1994
Picasso Moon,"Soldier Field, Chicago, IL (Saturday, 7/23/94)",1994
Sugaree,"Soldier Field, Chicago, IL (Saturday, 7/23/94)",1994
Minglewood,"Soldier Field, Chicago, IL (Saturday, 7/23/94)",1994
Lazy River Road,"Soldier Field, Chicago, IL (Saturday, 7/23/94)",1994
Masterpiece+,"Soldier Field, Chicago, IL (Saturday, 7/23/94)",1994
Brown-Eyed Women,"Soldier Field, Chicago, IL (Saturday, 7/23/94)",1994
Cassidy,"Soldier Field, Chicago, IL (Saturday, 7/23/94)",1994
Lucy in the Sky,"Soldier Field, Chicago, IL (Saturday, 7/23/94)",1994
Samba in the Rain,"Soldier Field, Chicago, IL (Saturday, 7/23/94)",1994
Playing in the Band ,"Soldier Field, Chicago, IL (Saturday, 7/23/94)",1994
Terrapin ,"Soldier Field, Chicago, IL (Saturday, 7/23/94)",1994
Drums ,"Soldier Field, Chicago, IL (Saturday, 7/23/94)",1994
Space ,"Soldier Field, Chicago, IL (Saturday, 7/23/94)",1994
Other One ,"Soldier Field, Chicago, IL (Saturday, 7/23/94)",1994
Wharf Rat ,"Soldier Field, Chicago, IL (Saturday, 7/23/94)",1994
One More Saturday Night,"Soldier Field, Chicago, IL (Saturday, 7/23/94)",1994
E: Heaven's Door,"Soldier Field, Chicago, IL (Saturday, 7/23/94)",1994
15 Songs,"Soldier Field, Chicago, IL (Saturday, 7/23/94)",1994
+ Bobby on Acoustic ,"Soldier Field, Chicago, IL (Saturday, 7/23/94)",1994
(Traffic opened),"Soldier Field, Chicago, IL (Sunday, 7/24/94)",1994
Mississippi Half-Step,"Soldier Field, Chicago, IL (Sunday, 7/24/94)",1994
All Over Now,"Soldier Field, Chicago, IL (Sunday, 7/24/94)",1994
Must Have Been the Roses,"Soldier Field, Chicago, IL (Sunday, 7/24/94)",1994
El Paso+,"Soldier Field, Chicago, IL (Sunday, 7/24/94)",1994
Loose Lucy,"Soldier Field, Chicago, IL (Sunday, 7/24/94)",1994
If the Shoe Fits,"Soldier Field, Chicago, IL (Sunday, 7/24/94)",1994
Easy Answers,"Soldier Field, Chicago, IL (Sunday, 7/24/94)",1994
Don't Ease Me In,"Soldier Field, Chicago, IL (Sunday, 7/24/94)",1994
Samson & Delilah,"Soldier Field, Chicago, IL (Sunday, 7/24/94)",1994
Way to go Home,"Soldier Field, Chicago, IL (Sunday, 7/24/94)",1994
Eyes of the World,"Soldier Field, Chicago, IL (Sunday, 7/24/94)",1994
Eternity ,"Soldier Field, Chicago, IL (Sunday, 7/24/94)",1994
He's Gone ,"Soldier Field, Chicago, IL (Sunday, 7/24/94)",1994
Drums ,"Soldier Field, Chicago, IL (Sunday, 7/24/94)",1994
Space ,"Soldier Field, Chicago, IL (Sunday, 7/24/94)",1994
The Days Between ,"Soldier Field, Chicago, IL (Sunday, 7/24/94)",1994
Throwing Stones ,"Soldier Field, Chicago, IL (Sunday, 7/24/94)",1994
Not Fade Away,"Soldier Field, Chicago, IL (Sunday, 7/24/94)",1994
E: Liberty,"Soldier Field, Chicago, IL (Sunday, 7/24/94)",1994
17 Songs,"Soldier Field, Chicago, IL (Sunday, 7/24/94)",1994
Jack Straw,"Riverport Amphitheatre, St. Louis, MO (Tuesday, 7/26/94)",1994
Friend of the Devil,"Riverport Amphitheatre, St. Louis, MO (Tuesday, 7/26/94)",1994
Little Red Rooster,"Riverport Amphitheatre, St. Louis, MO (Tuesday, 7/26/94)",1994
Lazy River Road,"Riverport Amphitheatre, St. Louis, MO (Tuesday, 7/26/94)",1994
Queen Jane,"Riverport Amphitheatre, St. Louis, MO (Tuesday, 7/26/94)",1994
Tennessee Jed,"Riverport Amphitheatre, St. Louis, MO (Tuesday, 7/26/94)",1994
Childhood's End,"Riverport Amphitheatre, St. Louis, MO (Tuesday, 7/26/94)",1994
Easy Answers,"Riverport Amphitheatre, St. Louis, MO (Tuesday, 7/26/94)",1994
China Cat Sunflower ,"Riverport Amphitheatre, St. Louis, MO (Tuesday, 7/26/94)",1994
I Know You Rider,"Riverport Amphitheatre, St. Louis, MO (Tuesday, 7/26/94)",1994
Victim or the Crime ,"Riverport Amphitheatre, St. Louis, MO (Tuesday, 7/26/94)",1994
Samba in the Rain,"Riverport Amphitheatre, St. Louis, MO (Tuesday, 7/26/94)",1994
Estimated Prophet ,"Riverport Amphitheatre, St. Louis, MO (Tuesday, 7/26/94)",1994
Drums ,"Riverport Amphitheatre, St. Louis, MO (Tuesday, 7/26/94)",1994
Space ,"Riverport Amphitheatre, St. Louis, MO (Tuesday, 7/26/94)",1994
The Wheel ,"Riverport Amphitheatre, St. Louis, MO (Tuesday, 7/26/94)",1994
Attics of my Life ,"Riverport Amphitheatre, St. Louis, MO (Tuesday, 7/26/94)",1994
Sugar Magnolia,"Riverport Amphitheatre, St. Louis, MO (Tuesday, 7/26/94)",1994
E: I Fought the Law,"Riverport Amphitheatre, St. Louis, MO (Tuesday, 7/26/94)",1994
19 Songs,"Riverport Amphitheatre, St. Louis, MO (Tuesday, 7/26/94)",1994
Here Comes Sunshine,"Riverport Amphitheatre, St. Louis, MO (Wednesday, 7/27/94)",1994
Walkin' Blues,"Riverport Amphitheatre, St. Louis, MO (Wednesday, 7/27/94)",1994
Jack-A-Roe,"Riverport Amphitheatre, St. Louis, MO (Wednesday, 7/27/94)",1994
Black Throated Wind,"Riverport Amphitheatre, St. Louis, MO (Wednesday, 7/27/94)",1994
Tom Thumb's Blues,"Riverport Amphitheatre, St. Louis, MO (Wednesday, 7/27/94)",1994
Ramble On Rose,"Riverport Amphitheatre, St. Louis, MO (Wednesday, 7/27/94)",1994
Let It Grow,"Riverport Amphitheatre, St. Louis, MO (Wednesday, 7/27/94)",1994
Box of Rain,"Riverport Amphitheatre, St. Louis, MO (Wednesday, 7/27/94)",1994
Iko! Iko!,"Riverport Amphitheatre, St. Louis, MO (Wednesday, 7/27/94)",1994
Way to go Home,"Riverport Amphitheatre, St. Louis, MO (Wednesday, 7/27/94)",1994
Corrina ,"Riverport Amphitheatre, St. Louis, MO (Wednesday, 7/27/94)",1994
Drums ,"Riverport Amphitheatre, St. Louis, MO (Wednesday, 7/27/94)",1994
Space ,"Riverport Amphitheatre, St. Louis, MO (Wednesday, 7/27/94)",1994
The Last Time ,"Riverport Amphitheatre, St. Louis, MO (Wednesday, 7/27/94)",1994
The Days Between ,"Riverport Amphitheatre, St. Louis, MO (Wednesday, 7/27/94)",1994
Around & Around,"Riverport Amphitheatre, St. Louis, MO (Wednesday, 7/27/94)",1994
E: Liberty,"Riverport Amphitheatre, St. Louis, MO (Wednesday, 7/27/94)",1994
15 Songs,"Riverport Amphitheatre, St. Louis, MO (Wednesday, 7/27/94)",1994
(Traffic opened),"Buckeye Lake Music Center, Hebron, OH (Friday, 7/29/94)",1994
Rain,"Buckeye Lake Music Center, Hebron, OH (Friday, 7/29/94)",1994
Feel Like a Stranger,"Buckeye Lake Music Center, Hebron, OH (Friday, 7/29/94)",1994
Bertha,"Buckeye Lake Music Center, Hebron, OH (Friday, 7/29/94)",1994
Wang Dang Doodle,"Buckeye Lake Music Center, Hebron, OH (Friday, 7/29/94)",1994
Loser,"Buckeye Lake Music Center, Hebron, OH (Friday, 7/29/94)",1994
El Paso,"Buckeye Lake Music Center, Hebron, OH (Friday, 7/29/94)",1994
Althea,"Buckeye Lake Music Center, Hebron, OH (Friday, 7/29/94)",1994
Eternity,"Buckeye Lake Music Center, Hebron, OH (Friday, 7/29/94)",1994
Deal,"Buckeye Lake Music Center, Hebron, OH (Friday, 7/29/94)",1994
Foolish Heart ,"Buckeye Lake Music Center, Hebron, OH (Friday, 7/29/94)",1994
I Want to Tell You,"Buckeye Lake Music Center, Hebron, OH (Friday, 7/29/94)",1994
Looks Like Rain,"Buckeye Lake Music Center, Hebron, OH (Friday, 7/29/94)",1994
Samba in the Rain,"Buckeye Lake Music Center, Hebron, OH (Friday, 7/29/94)",1994
Uncle John's Band ,"Buckeye Lake Music Center, Hebron, OH (Friday, 7/29/94)",1994
Saint of Circumstance ,"Buckeye Lake Music Center, Hebron, OH (Friday, 7/29/94)",1994
Drums ,"Buckeye Lake Music Center, Hebron, OH (Friday, 7/29/94)",1994
Space ,"Buckeye Lake Music Center, Hebron, OH (Friday, 7/29/94)",1994
I Need a Miracle ,"Buckeye Lake Music Center, Hebron, OH (Friday, 7/29/94)",1994
Standing on the Moon ,"Buckeye Lake Music Center, Hebron, OH (Friday, 7/29/94)",1994
Lovelight,"Buckeye Lake Music Center, Hebron, OH (Friday, 7/29/94)",1994
E: The Mighty Quinn,"Buckeye Lake Music Center, Hebron, OH (Friday, 7/29/94)",1994
19 Songs,"Buckeye Lake Music Center, Hebron, OH (Friday, 7/29/94)",1994
Touch of Grey,"The Palace at Auburn Hills, Auburn Hills, MI (Sunday, 7/31/94)",1994
Greatest Story,"The Palace at Auburn Hills, Auburn Hills, MI (Sunday, 7/31/94)",1994
Row Jimmy,"The Palace at Auburn Hills, Auburn Hills, MI (Sunday, 7/31/94)",1994
Spoonful,"The Palace at Auburn Hills, Auburn Hills, MI (Sunday, 7/31/94)",1994
Lazy River Road,"The Palace at Auburn Hills, Auburn Hills, MI (Sunday, 7/31/94)",1994
Me & My Uncle ,"The Palace at Auburn Hills, Auburn Hills, MI (Sunday, 7/31/94)",1994
Big River,"The Palace at Auburn Hills, Auburn Hills, MI (Sunday, 7/31/94)",1994
Loose Lucy,"The Palace at Auburn Hills, Auburn Hills, MI (Sunday, 7/31/94)",1994
Midnight Hour,"The Palace at Auburn Hills, Auburn Hills, MI (Sunday, 7/31/94)",1994
Samson & Deiliah,"The Palace at Auburn Hills, Auburn Hills, MI (Sunday, 7/31/94)",1994
Way to go Home,"The Palace at Auburn Hills, Auburn Hills, MI (Sunday, 7/31/94)",1994
New Speedway Boogie ,"The Palace at Auburn Hills, Auburn Hills, MI (Sunday, 7/31/94)",1994
Truckin' ,"The Palace at Auburn Hills, Auburn Hills, MI (Sunday, 7/31/94)",1994
He's Gone ,"The Palace at Auburn Hills, Auburn Hills, MI (Sunday, 7/31/94)",1994
Drums ,"The Palace at Auburn Hills, Auburn Hills, MI (Sunday, 7/31/94)",1994
Space ,"The Palace at Auburn Hills, Auburn Hills, MI (Sunday, 7/31/94)",1994
Spanish Jam ,"The Palace at Auburn Hills, Auburn Hills, MI (Sunday, 7/31/94)",1994
The Last Time ,"The Palace at Auburn Hills, Auburn Hills, MI (Sunday, 7/31/94)",1994
Black Peter ,"The Palace at Auburn Hills, Auburn Hills, MI (Sunday, 7/31/94)",1994
Good Lovin',"The Palace at Auburn Hills, Auburn Hills, MI (Sunday, 7/31/94)",1994
E: The Weight,"The Palace at Auburn Hills, Auburn Hills, MI (Sunday, 7/31/94)",1994
18 Songs,"The Palace at Auburn Hills, Auburn Hills, MI (Sunday, 7/31/94)",1994
Picasso Moon,"The Palace at Auburn Hills, Aubern Hills, MI (Monday, 8/1/94)",1994
Peggy-O,"The Palace at Auburn Hills, Aubern Hills, MI (Monday, 8/1/94)",1994
The Same Thing,"The Palace at Auburn Hills, Aubern Hills, MI (Monday, 8/1/94)",1994
Stagger Lee,"The Palace at Auburn Hills, Aubern Hills, MI (Monday, 8/1/94)",1994
Childhood's End,"The Palace at Auburn Hills, Aubern Hills, MI (Monday, 8/1/94)",1994
The Music Never Stopped,"The Palace at Auburn Hills, Aubern Hills, MI (Monday, 8/1/94)",1994
Victim or the Crime,"The Palace at Auburn Hills, Aubern Hills, MI (Monday, 8/1/94)",1994
Scarlet Begonias ,"The Palace at Auburn Hills, Aubern Hills, MI (Monday, 8/1/94)",1994
Fire on the Mountain,"The Palace at Auburn Hills, Aubern Hills, MI (Monday, 8/1/94)",1994
Samba in the Rain,"The Palace at Auburn Hills, Aubern Hills, MI (Monday, 8/1/94)",1994
Estimated Prophet ,"The Palace at Auburn Hills, Aubern Hills, MI (Monday, 8/1/94)",1994
Drums ,"The Palace at Auburn Hills, Aubern Hills, MI (Monday, 8/1/94)",1994
Space ,"The Palace at Auburn Hills, Aubern Hills, MI (Monday, 8/1/94)",1994
Watchtower ,"The Palace at Auburn Hills, Aubern Hills, MI (Monday, 8/1/94)",1994
Stella Blue ,"The Palace at Auburn Hills, Aubern Hills, MI (Monday, 8/1/94)",1994
Satisfaction,"The Palace at Auburn Hills, Aubern Hills, MI (Monday, 8/1/94)",1994
E: Liberty,"The Palace at Auburn Hills, Aubern Hills, MI (Monday, 8/1/94)",1994
15 Songs,"The Palace at Auburn Hills, Aubern Hills, MI (Monday, 8/1/94)",1994
* Jerry's 52nd Birthday,"The Palace at Auburn Hills, Aubern Hills, MI (Monday, 8/1/94)",1994
(Traffic opened),"Giants Stadium, East Rutherford, NJ (Wenesday, 8/3/94)",1994
Mississippi Half-Step,"Giants Stadium, East Rutherford, NJ (Wenesday, 8/3/94)",1994
Little Red Rooster,"Giants Stadium, East Rutherford, NJ (Wenesday, 8/3/94)",1994
Lazy River Road,"Giants Stadium, East Rutherford, NJ (Wenesday, 8/3/94)",1994
El Paso,"Giants Stadium, East Rutherford, NJ (Wenesday, 8/3/94)",1994
If the Shoe Fits,"Giants Stadium, East Rutherford, NJ (Wenesday, 8/3/94)",1994
Bird Song,"Giants Stadium, East Rutherford, NJ (Wenesday, 8/3/94)",1994
Promised Land,"Giants Stadium, East Rutherford, NJ (Wenesday, 8/3/94)",1994
Foolish Heart,"Giants Stadium, East Rutherford, NJ (Wenesday, 8/3/94)",1994
Easy Answers,"Giants Stadium, East Rutherford, NJ (Wenesday, 8/3/94)",1994
Samba in the Rain,"Giants Stadium, East Rutherford, NJ (Wenesday, 8/3/94)",1994
Crazy Fingers ,"Giants Stadium, East Rutherford, NJ (Wenesday, 8/3/94)",1994
Corrina ,"Giants Stadium, East Rutherford, NJ (Wenesday, 8/3/94)",1994
Drums ,"Giants Stadium, East Rutherford, NJ (Wenesday, 8/3/94)",1994
Space ,"Giants Stadium, East Rutherford, NJ (Wenesday, 8/3/94)",1994
Other One ,"Giants Stadium, East Rutherford, NJ (Wenesday, 8/3/94)",1994
Attics of my Life ,"Giants Stadium, East Rutherford, NJ (Wenesday, 8/3/94)",1994
Sugar Magnolia,"Giants Stadium, East Rutherford, NJ (Wenesday, 8/3/94)",1994
E: Liberty,"Giants Stadium, East Rutherford, NJ (Wenesday, 8/3/94)",1994
16 Songs,"Giants Stadium, East Rutherford, NJ (Wenesday, 8/3/94)",1994
** Garcia plays on Dear Mr. Fantasy,"Giants Stadium, East Rutherford, NJ (Wenesday, 8/3/94)",1994
(Traffic opened),"Giants Stadium, East Rutherford, NJ (Thursday, 8/4/94)",1994
Box of Rain,"Giants Stadium, East Rutherford, NJ (Thursday, 8/4/94)",1994
Jack Straw,"Giants Stadium, East Rutherford, NJ (Thursday, 8/4/94)",1994
Jack-A-Roe,"Giants Stadium, East Rutherford, NJ (Thursday, 8/4/94)",1994
Walkin' Blues,"Giants Stadium, East Rutherford, NJ (Thursday, 8/4/94)",1994
So Many Roads,"Giants Stadium, East Rutherford, NJ (Thursday, 8/4/94)",1994
Eternity,"Giants Stadium, East Rutherford, NJ (Thursday, 8/4/94)",1994
Childhood's End,"Giants Stadium, East Rutherford, NJ (Thursday, 8/4/94)",1994
Deal,"Giants Stadium, East Rutherford, NJ (Thursday, 8/4/94)",1994
Picasso Moon,"Giants Stadium, East Rutherford, NJ (Thursday, 8/4/94)",1994
China Cat Sunflower ,"Giants Stadium, East Rutherford, NJ (Thursday, 8/4/94)",1994
I Know You Rider,"Giants Stadium, East Rutherford, NJ (Thursday, 8/4/94)",1994
Way to go Home,"Giants Stadium, East Rutherford, NJ (Thursday, 8/4/94)",1994
Playing in the Band ,"Giants Stadium, East Rutherford, NJ (Thursday, 8/4/94)",1994
Uncle John's Band ,"Giants Stadium, East Rutherford, NJ (Thursday, 8/4/94)",1994
Drums ,"Giants Stadium, East Rutherford, NJ (Thursday, 8/4/94)",1994
Space ,"Giants Stadium, East Rutherford, NJ (Thursday, 8/4/94)",1994
I Need a Miracle ,"Giants Stadium, East Rutherford, NJ (Thursday, 8/4/94)",1994
The Days Between ,"Giants Stadium, East Rutherford, NJ (Thursday, 8/4/94)",1994
Throwing Stones ,"Giants Stadium, East Rutherford, NJ (Thursday, 8/4/94)",1994
Not Fade Away,"Giants Stadium, East Rutherford, NJ (Thursday, 8/4/94)",1994
E: Brokedown Palace,"Giants Stadium, East Rutherford, NJ (Thursday, 8/4/94)",1994
19 Songs,"Giants Stadium, East Rutherford, NJ (Thursday, 8/4/94)",1994
* Set II w/ Bruce on Accordion,"Giants Stadium, East Rutherford, NJ (Thursday, 8/4/94)",1994
** Garcia plays on Dear Mr. Fantasy,"Giants Stadium, East Rutherford, NJ (Thursday, 8/4/94)",1994
Cold Rain & Snow,"Shoreline Amphitheatre, Mountain View, CA (Friday, 9/16/94)",1994
Wang Dang Doodle,"Shoreline Amphitheatre, Mountain View, CA (Friday, 9/16/94)",1994
Lazy River Road,"Shoreline Amphitheatre, Mountain View, CA (Friday, 9/16/94)",1994
Black Throated Wind,"Shoreline Amphitheatre, Mountain View, CA (Friday, 9/16/94)",1994
Stagger Lee,"Shoreline Amphitheatre, Mountain View, CA (Friday, 9/16/94)",1994
Cassidy,"Shoreline Amphitheatre, Mountain View, CA (Friday, 9/16/94)",1994
Deal,"Shoreline Amphitheatre, Mountain View, CA (Friday, 9/16/94)",1994
Victim or the Crime,"Shoreline Amphitheatre, Mountain View, CA (Friday, 9/16/94)",1994
If the Shoe Fits,"Shoreline Amphitheatre, Mountain View, CA (Friday, 9/16/94)",1994
Crazy Fingers ,"Shoreline Amphitheatre, Mountain View, CA (Friday, 9/16/94)",1994
Estimated Prophet ,"Shoreline Amphitheatre, Mountain View, CA (Friday, 9/16/94)",1994
Eyes of the World ,"Shoreline Amphitheatre, Mountain View, CA (Friday, 9/16/94)",1994
Drums ,"Shoreline Amphitheatre, Mountain View, CA (Friday, 9/16/94)",1994
Space ,"Shoreline Amphitheatre, Mountain View, CA (Friday, 9/16/94)",1994
The Last Time ,"Shoreline Amphitheatre, Mountain View, CA (Friday, 9/16/94)",1994
The Wheel ,"Shoreline Amphitheatre, Mountain View, CA (Friday, 9/16/94)",1994
Good Lovin',"Shoreline Amphitheatre, Mountain View, CA (Friday, 9/16/94)",1994
E: Liberty,"Shoreline Amphitheatre, Mountain View, CA (Friday, 9/16/94)",1994
16 Songs,"Shoreline Amphitheatre, Mountain View, CA (Friday, 9/16/94)",1994
Jack Straw,"Shoreline Amphitheatre, Mountain View, CA (Saturday, 9/17/94)",1994
Peggy-O,"Shoreline Amphitheatre, Mountain View, CA (Saturday, 9/17/94)",1994
The Same Thing,"Shoreline Amphitheatre, Mountain View, CA (Saturday, 9/17/94)",1994
West LA Fadeaway,"Shoreline Amphitheatre, Mountain View, CA (Saturday, 9/17/94)",1994
Queen Jane,"Shoreline Amphitheatre, Mountain View, CA (Saturday, 9/17/94)",1994
Ramble On Rose,"Shoreline Amphitheatre, Mountain View, CA (Saturday, 9/17/94)",1994
Eternity,"Shoreline Amphitheatre, Mountain View, CA (Saturday, 9/17/94)",1994
Don't Ease Me In,"Shoreline Amphitheatre, Mountain View, CA (Saturday, 9/17/94)",1994
Playing in the Band ,"Shoreline Amphitheatre, Mountain View, CA (Saturday, 9/17/94)",1994
Uncle John's Band ,"Shoreline Amphitheatre, Mountain View, CA (Saturday, 9/17/94)",1994
Corrina,"Shoreline Amphitheatre, Mountain View, CA (Saturday, 9/17/94)",1994
Terrapin ,"Shoreline Amphitheatre, Mountain View, CA (Saturday, 9/17/94)",1994
Drums ,"Shoreline Amphitheatre, Mountain View, CA (Saturday, 9/17/94)",1994
Space ,"Shoreline Amphitheatre, Mountain View, CA (Saturday, 9/17/94)",1994
I Need a Miracle ,"Shoreline Amphitheatre, Mountain View, CA (Saturday, 9/17/94)",1994
Stella Blue ,"Shoreline Amphitheatre, Mountain View, CA (Saturday, 9/17/94)",1994
One More Saturday Night,"Shoreline Amphitheatre, Mountain View, CA (Saturday, 9/17/94)",1994
E: Baby Blue,"Shoreline Amphitheatre, Mountain View, CA (Saturday, 9/17/94)",1994
16 Songs,"Shoreline Amphitheatre, Mountain View, CA (Saturday, 9/17/94)",1994
Touch of Grey,"Shoreline Amphitheatre, Mountain View, Ca (Sunday, 9/18/94)",1994
Greatest Story,"Shoreline Amphitheatre, Mountain View, Ca (Sunday, 9/18/94)",1994
Jack-A-Roe,"Shoreline Amphitheatre, Mountain View, Ca (Sunday, 9/18/94)",1994
Little Red Rooster,"Shoreline Amphitheatre, Mountain View, Ca (Sunday, 9/18/94)",1994
Tennessee Jed,"Shoreline Amphitheatre, Mountain View, Ca (Sunday, 9/18/94)",1994
El Paso,"Shoreline Amphitheatre, Mountain View, Ca (Sunday, 9/18/94)",1994
Brown-Eyed Women,"Shoreline Amphitheatre, Mountain View, Ca (Sunday, 9/18/94)",1994
The Music Never Stopped,"Shoreline Amphitheatre, Mountain View, Ca (Sunday, 9/18/94)",1994
Iko! Iko!,"Shoreline Amphitheatre, Mountain View, Ca (Sunday, 9/18/94)",1994
Saint of Circumstance,"Shoreline Amphitheatre, Mountain View, Ca (Sunday, 9/18/94)",1994
Samba in the Rain,"Shoreline Amphitheatre, Mountain View, Ca (Sunday, 9/18/94)",1994
So Many Roads,"Shoreline Amphitheatre, Mountain View, Ca (Sunday, 9/18/94)",1994
Samson & Delilah ,"Shoreline Amphitheatre, Mountain View, Ca (Sunday, 9/18/94)",1994
Drums ,"Shoreline Amphitheatre, Mountain View, Ca (Sunday, 9/18/94)",1994
Space ,"Shoreline Amphitheatre, Mountain View, Ca (Sunday, 9/18/94)",1994
The Days Between ,"Shoreline Amphitheatre, Mountain View, Ca (Sunday, 9/18/94)",1994
Throwing Stones ,"Shoreline Amphitheatre, Mountain View, Ca (Sunday, 9/18/94)",1994
Not Fade Away,"Shoreline Amphitheatre, Mountain View, Ca (Sunday, 9/18/94)",1994
E: Brokedown Palace,"Shoreline Amphitheatre, Mountain View, Ca (Sunday, 9/18/94)",1994
17 Songs,"Shoreline Amphitheatre, Mountain View, Ca (Sunday, 9/18/94)",1994
(Billed as 'Phil Lesh & Friends'),"Berkeley Community Theatre, Berkeley, Ca (Saturday, 9/24/94)",1994
Acoustic Set:,"Berkeley Community Theatre, Berkeley, Ca (Saturday, 9/24/94)",1994
Walkin' Blues,"Berkeley Community Theatre, Berkeley, Ca (Saturday, 9/24/94)",1994
Lazy River Road,"Berkeley Community Theatre, Berkeley, Ca (Saturday, 9/24/94)",1994
KC Moan,"Berkeley Community Theatre, Berkeley, Ca (Saturday, 9/24/94)",1994
Dupree's Diamond Blues,"Berkeley Community Theatre, Berkeley, Ca (Saturday, 9/24/94)",1994
Childhood's End,"Berkeley Community Theatre, Berkeley, Ca (Saturday, 9/24/94)",1994
Masterpiece,"Berkeley Community Theatre, Berkeley, Ca (Saturday, 9/24/94)",1994
Attics of my Life,"Berkeley Community Theatre, Berkeley, Ca (Saturday, 9/24/94)",1994
Cassidy,"Berkeley Community Theatre, Berkeley, Ca (Saturday, 9/24/94)",1994
Bird Song,"Berkeley Community Theatre, Berkeley, Ca (Saturday, 9/24/94)",1994
Thowing Stones,"Berkeley Community Theatre, Berkeley, Ca (Saturday, 9/24/94)",1994
10 Songs,"Berkeley Community Theatre, Berkeley, Ca (Saturday, 9/24/94)",1994
Feel Like a Stranger,"Boston Garden, Boston, MA (Tuesday, 9/27/94)",1994
They Love Each Other,"Boston Garden, Boston, MA (Tuesday, 9/27/94)",1994
Minglewood,"Boston Garden, Boston, MA (Tuesday, 9/27/94)",1994
So Many Roads,"Boston Garden, Boston, MA (Tuesday, 9/27/94)",1994
Maggie's Farm ,"Boston Garden, Boston, MA (Tuesday, 9/27/94)",1994
Cumberland Blues,"Boston Garden, Boston, MA (Tuesday, 9/27/94)",1994
Easy Answers,"Boston Garden, Boston, MA (Tuesday, 9/27/94)",1994
Deal,"Boston Garden, Boston, MA (Tuesday, 9/27/94)",1994
China Cat Sunflower ,"Boston Garden, Boston, MA (Tuesday, 9/27/94)",1994
I Know You Rider,"Boston Garden, Boston, MA (Tuesday, 9/27/94)",1994
Women Are Smarter,"Boston Garden, Boston, MA (Tuesday, 9/27/94)",1994
